Ivica Boneš
Matejko Štefič
Janči Tarča
Šemsudin Margetič
Alija Pelkič
Marjan Stanislav Jojić
Hari Čučuković
Lučo Ibraimov
Lucijan Gavrić
Mirnes Knapić
Enzo Cvijetić
Vujica Merdjadi
Iztok Bokalič
Mihovil Solak
Elvir Vidinić
Venco Krstevska
Trajko Bikovšek
Rahmo Koružnjak
Nisvet Baretić
Hajrush Lovrenčić
Đoko Černjak
Zekerijah Petruševski
Nevzat Čulajević
Jan Izgoršek
Vojko Žaucer
Siniša Otič
Joahim Kučar
Slaviša Dermota
Ejub Zvekić
Arben Marok
Jordan Garčević
Mohor Boldirev
Jakob Radoslav Dimc
Šukrija Gredar
Wolfgang Dubravčič
Matiček Musliu
Dušan Anton Polutnik
Anid Tomac
Avdulah Kepa
Tony Ukman
Kire Mustafovski
Ilčo Čikotić
Oleksandr Vlaisavljević
Edin Kasalović
Remzija Zonjič
Pane Slanc
Fisnik Piskule
Jean Kuhar
Novalija Kranvogel
Saši Zlatoper
Metodi Pohajač
Jakov Sinič
Hano Vuser
Dragoje Četković
Jura Grizančič
Massimo Uštinc
Jasin Papst
Edison Vitanc
Pavo Smailagić
Jure Grenko
Hamdo Kononenko
Ahmo Crkvenčić
Dime Povšnar
Srdjan Šobat
Nan Dernulovec
Radoljub Jakše
Alit Gelt
Jožef Aleksander Puž
Ferdo Sivac
Franc Ferdinand Granfola
Mumin Sibila
Sredoje Sadovsky
Mik Lečić
Džavit Šeberle
Joco Beloševič
Ernesto Černjavski
Arsim Osmić
Stipica Jagič
Damian Raičević
Danilo Sulejmanagić
Slavčo Ilazi
Zvonko Saje
Vebija Črnej
An Obštetar
Savel He
Franc Pavel Mataič
Merzuk Vivodinac
Sedat Salamun
Andrea Fischinger
Selvir Oković
Stanimir Belhar
Srđan Šuša
Alex Đipalo
Ruben Lokan
Andrejas Čauko
Tomaž Andrej Biro
Miki Bokor
Baki Korelić
Bela Djukić
Serđo Vranešević
Branko Bubnjar
Friderik Mirko Ljuboja
Ksaver Verčič
Mergim Uljarević
Aslan Ljubenko
Mirjan Cempre
Namik Marinović
Armin Frol
Muris Porčnik
Mesud Fireder
Frenk Andjić
Erminij Mostar
Srđan Kalman
Jaki Vinarci
Gaj Komazec
Drilon Weixl
Bojko Žavbi
Endi Imamović
Silvestar Terbos
Narcis Šegula
Srečo Terninovec
Ozvald Kolačko
Rocco Batinica
Enver Crnica
Vanja Saratlija
Hajdin Belcar
Federico Korez
Vidan Čerče
Vojeslav Belle
Albin Fujan
Jožko Posavac
Vojtek Štivan
Hasan Čataković
Imre Gral
Tjan Fraver
Najil Polenek
Rudolf Ivan Kadivnik
Lavdim Vizovišek
Henrih Kljajić
Bore Avšič
Almaz Pavelić
Sascha Klačinski
Iztok Batelić
Maksimilian Mazej
Gregorij Mačešić
Ranislav Pernuš
Arno Trobić
Mirzad Rosandić
Pablo Tonc
Stanislav Martin Lujić
Kai Jovanova
Đorđije Jalšovec
Edi Efremov
Stanislav Martin Obermayer
Stojčo Sevljak
Vladimir Jožef Vrakelja
Nikolay Vašl
Rahmo Mojškerc
Simon Peter Brkovič
Djurica Kutija
Dorotej Šabani
Pankrac Ritenšek
Fadilj Sax
Dime Zuccato
Dagmar Bočaj
Milan Emil Kuthe
Emra Pužem
Manfred Vajs
Zore Valenta
Sabit Kluna
Tihomil Fleišaker
Husref Polš
Ljubislav Erić
Boris Andrej Kiauta
Emil Toškan
Sabri Terziev
Hazir Tessari
Dževair Rakipov
Lin Hendija
Ljubiša Laharnar
Peregrin Merva
Flavio Jerončič
Lin Felbar
Dimitrija Gojznik
Arben Sukur
Rinor Kersnik
Midhad Vujaklija
Vadim Kežar
Marijan Franc Baumann
Mehmet Levičnik
Avdija Tom
Ahmo Facchini
Arman Grilič
Ino Veble
Markus Prihavec
Velibor Elmazi
Silvio Leimsner
Brane Serianz
Ejub Bokun
Stole Kajtna
Vuk Hergula
Hans Peter Gadža
Tomy Despić
Vladica Đurđić
Adam Ritoša
Anton Andrej Živko
Ferenc Marega
Juergen Klajžar
Sveta Sarhatlić
Božo Kovać
Antonije Švirt
Janez Jani Trškan
Nusmir Daničić
Jasin Zimerman
Svetolik Kokove
Nurfet Štefok
Qemajl Žebrek
Abidin Martinkovič
Milić Paluza
Siegfried Rojac
Nazif Stamenić
Jura Šimac
Ivan Marjan Krauser
Adil Baš
Gordan Kušen
Tošo Grat
Mihal Page
Polde Šlibar
Zijo Radivo
Zuhdija Zurc
Evan Žlogar
Giorgio Jus
Jožef Marjan Polončič
Brian Blimen
Franc Alojz Dragošič
Matejko Hraš
Jaser Čalušić
Alban Goličič
Gašper Redžić
Nafi Reponj
Edi Panger
Hamza Ladiha
Mirko Emušić
Sidik Kucler
Rrahim Jakoš
Dragomir Turibaka
Grega Tomasović
Matias Šter
Alessio Finderle
Janin Kormanšek
Milan Jaki
Liman Čižmešija
Silvin Stoviček
Samuel Ramuš
Jurček Plevel
Agim Lupuh
Janez Jurij Ibraimi
Negovan Klasnič
Ernad Kesedžić
Bruno Kadunc
Mitja Franc Stolnik
Dejan Siljanoski
Uran Dolher
Baldomir Stiković
Saudin Robljek
Nejc Jernej Trafenik
Deziderij Bajdak
Fran Skrube
Dalibor Čugura
Ivano Flogie
Islam Gojznikar
Elvino Gradinski
Boleslav Hobacher
Demeter Rapić
Julij Trpinc
Orlando Bassanese
Januz Ricinger
Sredoje Šaš
Darino Ikonić
Matija Franc Fain
Djerdj Tibaot
Loris Blejec
Hajriz Pleteršnik
Neven Cimbas
Merfin Flajšer
Žan Letić
Kristijan Šertović
Alej Mrdalj
Xhevxhet Podmenik
Rizvan Merdanić
Hadžo Memišoski
Mileta Mokič
Igorčo Mrak
Vase Terkaj
Anton Alojz Pažon
Smiljan Bac
Refik Karel
Tobi Elbl
Leopold Fašun
Atilio Rošar
Taib Malnič
Džemal Terkov
Metko Prajndl
Jovo Prelog
Sherif Tarlać
Slavoj Mencingar
Julko Selimoski
Dragiša Stvarnik
Jeremija Javšnik
Lojzek Marksel
Brahim Vičič
Timon Štopfer
Kristofer Brižan
Janez Marjan Jakhel
Sergey Martinis
Stamenko Vilotič
Sabrija Kirbus
Lovro Ćepalović
Feliks Srečko Martinov
Janos Čulina
Henrik Jokanović
Dobrinko Mithans
Novica Jelovica
Hamzalija Šenkinc
Dionizij Fantini
Jeronim Rojko
Miroslav Anton Beljkaš
Ivan Franc Mitič
Alija Modrič
Matjaž Krivdić
Shpend Janjič
Franc Boris Kašuba
Pavel Jandl
Boris Franc Sladoje
Inas Kuljanović
Janez Gregor Kajdič
Liridon Vunjak
Stipe Dobrilovič
Alojz Ivan Žinkovič
Zarif Gobbo
Ramazan Škamprle
Nermin Hedrih
Edo Zajtl
Januz Pijetlović
Karl Prosen
Elemir Golenač
Taulant Masnik
Tadija Kostanjšek
Mervan Krajšek
Fedor Ašič
Remigij Miteva
Aladin Limanoski
Pavel Jožef Kopušar
Peter Jožef Tejkal
Perparim Jelnikar
Eric Bukal
Giuseppe Orozović
Visar Jelušić
Zvjezdan Škerić
Merim Jovanovski
Novica Mešanović
Tian Šmerc
Sadin Režun
Bedri Kočjaž
Fidan Gluhaković
Janos Vražić
Slavko Alojzij Frkatović
Manuel Vratarič
Klavdi Kaver
Janže Trapečar
Ensad Bojčič
Zlatan Nunčič
Jozo Hajnc
Egzon Bernardi
Zore Felc
Kostantin Suhadolec
Tosja Zurunić
Radoslav Pleško
Dašo Stefanovski
Silvio Bohinc
Qamil Prajnar
Remigij Reibenschuh
Mitre Učanjšek
Halil Sušin
Muamet Zvijerac
Romeo Klaužar
Kiro Brožič
Gentian Kromek
Besir Martulaš
Elis Golhleb
Zmagomir Žgavc
Esperij Licul
Mihajlo Fajt
Bogdan Hlepčar
Mika Denac
Lazar Skorupan
Darjo Mugerli
Qemajl Plestenjak
Kebir Dančo
Dagmar Matiš
Fedja Terčon
Pavel Ivan Rivić
Guido Andrejc
Pankrac Otrin
Arno Krohne
Strahinja Stojčevski
Esat Hekić
Robert Balaj
Hinko Martinič
Nijaz Pirnauer
Bogdan Vatovani
Dejvid Kelih
Dašmir Čendak
Said Deškovič
Alojz Stanislav Ćemal
Nediljko Ciraj
Sedat Zadnikar
Lučo Cobl
Janez Anton Barbić
Markus Rakoše
Pavo Cerovec
Bego Vrandečič
Mischel Moreše
Adalbert Markotić
Edmir Nemček
Konrad Božinović
Svarun Tonel
Robert Cirej
Ermin Kernulc
Radojko Erbus
Lado Šikovec
Kadrija Braniša
Rilind Grubar
Šaip Grubenšek
Kanija Brolih
Darij Kočivnik
Arjan Škrap
Romeo Francek
Rešid Rakušček
Elias Habl
Faton Marijan
Kerim Vukšinič
Daniel Doplihar
Đino Bebić
Marijan Krljanović
Ljube Šmidlehner
Anej Krnjajić
Hilarij Škvarča
Marijan Anton Zadkovič
Tosja Laurenčič
Etbin Škerjanec
Slaviša Sedlar
Gašpar Švigelj
Hrabroslav Memiš
Zećir Kukec Hraščički
Hano Bešenić
Ino Čikovin
Christopher Nowak
Tit Lobe
Adrijan Lempl
Nurdin Beganović
Zdravko Laba
Anei Di Davide
Draško Pavrič
Lovro Jakopanec
Sašo Aleksander Krošl
Mujadin Šteferl
Vaskrsija Susak
Rok Heinrih
Fuat Zelko
Matija Jožef Sheikha
Vilijem Arsenijević
Ram Fakin
Ivan Janko Vidak
Rezak Hamzagić
Milidrag Crnek
Avmet Ismajloski
Esad Pajić
Lubomir Primc
Ivica Končić
Lojzek Ročnik
Alfons Malanović
Franc Anton Kyrinov
Erduan Ščukanec
Sretko Suton
Inti Mešter
Staško Terbovc
Borče Buletinac
Anton Alojz Vrzić
Milomir Cugmas
Miro Dvorščak
Egidio Muja
Ivan Andrej Miložič
Frančišek Branko Čapelj
Feri Žunter
Zeqir Baskar
Kostantin Vadnaj
Jozef Stublla
Džoni Kramparšek
Krištof Ranik
Jožef Pavel Sterguljc
Iljaz Gabrejna
Lukec Špegelj
Srečko Bosio
Rizvan Shurdhaj
Kristofer Balas
Kenin Stublla
Rami Obaha
Dragomil Sabati
Andrej Janez Unetič
Cvetan Golorej
Beni Miševski
Veno Cencič
Mite Keržič
Radoljub Flander
Avmed Pustovrh
Mavricij Kasapović
Novalija Pleše
Savel Šola
Jožef Pavel Kopanja
Hajdar Alimanović
Nikolaj Mirošič
Edbin Walch
Lin Vojić
Alberto Solarov
Sean Goter
Jorg Škripač
Dženis Drožina
Djuro Tomaževič
Tony Mijatović
Tome Mrzelj
Rožle Uhan
Olivij Bolje
Taip Becić
Remo Stojko
Zymer Bojkić
Raim Hrašovec
Stole Sorko
Oleg Biščanič
Bolfenk Vojnović
Riccardo Konđelji
Nathan Rimanić
Nejat Mirović
Bernad Rajlič
Nedjan Hoenn
Ožbej Vojković
Miško Rimahazi
Matijaž Galeković
Vahid Čepar
Ludvik Drmelj
Burim Čižić
Ilijas Dušej
Nevenko Omerdić
Elias Srića
Nuri Korun
Enco Karlovič
Otto Popošek
Suad Grižančić
Anton Jože Šarčević
Lupčo Rožec
Guenter Razmovski
Valentin Štaher
Vesel Vojščak
Muhamet Pustavrh
Domenico Rahmić
Velid Belobrk
Ezio Buršič
Francek Brantuša
Ešref Mitić
Hadžib Sejdović
Jugoslav Pohorec
Rezak Gramec
Mavricij Vinkl
Luka Martin Čibej
Veseljko Računica
Ivan Janko Rižnar
Lukaš Oklobdžija
Šani Meklav
Mikan Berdavs
Tonček Šapek
Merim Ulčar
Maksim Sodja
Kostadin Ščepanović
Narciso Wabra
Mihad Lukančič
Ljubislav Tojagić
Iljo Matovski
Saud Janić
Rijad Garzarolli
Josif Erent
Cviko Grifič
Cvjetko Roljić
Nurija Velepec
Asmir Peterle
Ljubko Pajnkiher
Paolo Novogradec
Tinej Benedejčič
Evstahij Prošek
Musli Heričko
Raul Juričev
Ljubinko Pribil
Aljo Medjić
Rolando Anušić
Lovrencij Abdić
Erazem Pez
Lučo Pleskovič
Inas Vicman
Teofil Kovče
Advan Sernc
Qazim Bakić
Avmed Veliqi
Ingo Aljukić
Alessandro Taurer
Danej Batušić
Karol Papec
Marco Devjak
Abdulah Škerjanec Kotnik
Boško Celar
Stevo Draganović
Pavel Peter Zrnić
Eros Maljevec
Kerim Drljić
Jelko Kiralj
Mersudin Virt
Silvano Galeković
Vase Podpečan
Ljuan Kočevar
Franc Jožef Brnobić
Stojče Jeznik
Imran Matuc
Veselko Ivačić
Ambrož Skenderija
Milanko Švikart
Boro Ščepanović
Riste Mirjanić
Mlađen Delalut
Andrey Gajer
Ilir Levstik
Istref Prelaz
Kalman Voci
Riad Kornet
Giovanni Leoni
Aslan Gusić
Vojtek Brlogar
Amer Peljko
Klavdi Dujmić
Mihret Korada
Eros Ciuha
Dean Degiampietro
Šefko Okrogelnik
Filip Jakob Has
Dragoljub Ščukanec
Salvator Huhoja
Werner Čilović
Fabjan Palikuća
Dezider Čečelič
Nevres Roudi
Ram Malačič
Virgilij Batagelj
Jon Eckert
Avmet Šmejic
Mohor Pižmoht
Ruj Einhauer
Mihal Šlemer
Ruslan Kleindienst
Štefko Kastelan
Medžid Andre
Edoardo Cestar
Jonathan Ajhmajer
Otokar Fažmon
Zikret Milost
Maxim Koprivnik
Sait Hrapić
Daniele Parežnik
Hikmet Surdulović
Nicola Lesic
Klavdio Griparič
Ylber Avdičević
Artur Lempl
Junuz Kržmanc
Uzeir Ridl
Drago Karel Dekić
Kajtimir Komočar
Mak Huško
Sezair Baroš
Artan Ortl
Remzija Vajndorfer
Bernhard Dvorančić
Angelo Štelcar
Miloslav Žalnik
Brano Pančor
Behar Paternus
Cvijetin Šerić
Luigi Ključar
Aaron Crnadak
Gracijano Kelenberger
Marjan Jože Skubec
Vid Knez
Alojz Andrej Makić
Rašo Iljaš
Moris Hohler
Lukaš Pinosa
Erno Malsori
Simeon Štibelj
Ajnur Bogovčič
Mika Pjevac
Darijo Kozulić
Rajko Jaunig
Almedin Bah
Ridvan Ardalić
Zinet Troger
Anel Žmauc
Ilko Steničnik
Đorđije Repina
Leonardo Elvič
Izet Pohajač
Sejdi Beloglavec
Trajko Škerlep
Veso Rakipi
Milko Zof
Miralim Palik
Milić Ulimwengu
Milan Jožef Žlabornik
Bernd Bukal
Vojtek Kebler
Ljuan Kreitmayer
Vedran Ferfolja
Nedjeljko Markić
Azmir Kolompar
Želimir Božovič
Alexey Redžematović
Mihalj Krajšek
Kian Joldić
Berislav Ključanin
Franc Alojzij Mihajlovski
Dragoslav Treskavica
Sean Jegovnik
Nerino Maričić
Vidoslav Keglević
Esed Deluk
Tufik Evačić
Said Kleiderman
Serhiy Čmarec
Šani Kofalt
Sande Sirotić
Sendi Hažič
Dušan Stanislav Grošić
Belmin Gavranić
Evstahij Ferlic
Sedin Tripunović
Xhemajl Brizani
Mihec Babovič
Martin Darko Mehmetaj
Vencel Govekar
Maksimiljan Ličar
Rexhep Vrhovšek
Marlon Radilović
Imri Fučko
Veno Dolmark
Allen Filipovski
Čazim Kajtazović
Ivan Emil Potrato
Mijo Bezdrob
Darin Jagaš
Nedžat Špetič
Dragoje Matoša
Danilo Komavec
Zlatibor Jagodic
Života Černjak
Bojan Tornič
Šandor Derkovič
Zvjezdan Hankušić
Bazilij Port
Stamenko Haralovič
Hieronim Ajnihar
Renat Jenžur
Elvino Špenko
Derviš Stanonik Filipič
Mahmut Vidrih
Jan Peter Vujinović
Šimo Stajan
Ivan Milan Stipič
Žane Wochl
Bujar Grimšičar
Vladko Rotvejn
Srdjan Vanek
Arijan Sopčić
Nexhmedin Brestovac
Elemir Vugrek
Šućo Bunič
Memet Faganelj
Mihovil Prelić
Giulio Čepelnik
Gojko Srednik
Marijan Franc Obić
Mergim Maržić
Ivica Faflek
Berto Letonje
Ale Štrtak
Fahir Husarević
Adrijano Drobnak
Hilmija Korenko
Muamer Macerl
Eduardo Olovec
Zymer Cerkvenik
Hikmet Kranz
Altin Mendot
Erazem Trkulja
Elvis Nikodinović
Veselin Mahne
Lirim Engel
Amel Kukenberger
Zvone Vučkić
Mičo Adilović
Zikret Pečarić
Malić Škerlep
Antonijo Cekov
Medi Kamerlin
Armend Mihelčić
Edvard Franc Karajčić
Nevio Zanjko
Vujadin Vrezec
Berislav Mrakovčić
Meris Ratković
Igorčo Cveček
Fahrudin Štrempfelj
Valbon Benedik
Živorad Čondić
Aldin Sijanta
Nevres Racić
Tristan Šifer
František Boehm
Petrit Grauf
Nikolaj Bregant
Liljan Markovčič
Vehid Kurnjek
Alexander Šešić
Novalija Todorov
Marjan Peter Wigele
Ljuan Jakupović
Dalip Šišarica
Jakob Rado Vajdič
Želimir Riemer
Vid Forstnarič
Darinko Borštar
Julian Stopernik
Hakim Polutnik
Vicko Kabir Khan
Blagoje Jurkaš
Lian Bosak
Chris Maške
Ajet Gužvinec
Salkan Boštar
Fejzo Barada
Mikel Jevšjak
Maj Ričko
Stojčo Štampek
Vahidin Dittrich
Šime Zdionica
Amos Wochl
Sebastijan Lubec
Riccardo Baldaš
Amadeus Panjan
Abaz Rodeš
Leonid Deanović
Carlo Kokorić
Tom Krkač
Nevzet Filanović
Ben Gamilec
Sabin Langeršek
Marin Večerina
Fehim Dančulović
Nestor Kristančič
Felix Ranca
Mursel Šupek
Franc Janez Buterin
Dominko Kobal
Stipe Rusl
Vilim Mackošek
Jernej Nejc Bjelica
Juro Gracer
Muarem Demišoski
Arianit Lesičnik
Tomo Mokrovič
Stevan Šutulović
Medi Srejš
Milen Murič
Artan Jevtović
Slađan Mitkovski
Aljo Ljubeljšek
Tajib Sefoski
Arlind Dolenjšek
Liman Slamek
Branko Đorđevska
Milodrag Dovidija
Sali Tulipan
Maj Zagrljača
Bogoljub Bohnec
Hajdar Požun
Sadrija Primčič
Edham Špilak
Halid Nežić
Riad Pivko
Kristofer Munjes
Svetislav Srčnik
Alois Večerin
Peter Anton Prišenk
Tjaš Cepuš
Nikola Praštalo
Ajiz Radman
Ozvald Sirc
Drejc Šparavalo
Muslija Jakobič
Radivoje Jurlin
Erich Centrih
Alban Brečevac
Berti Mahovlić
Miko Potparić
Siniša Plemelj
Mirso Kolenac
Kosta Radkovič
Jožko Dikavčič
Vahdet Kirbus
Hasan Carli
Ognjen Vavkman
Momir Jovičić
Oleksandr Simendić
Josip Seničar
Jasenko Pržulj
Nasuf Tršavec
Oskar Selimovski
Franc Herman Spetič
Senat Juterša
Jozsef Zajšek
Roki Divković
Asif Valenti
Iljaz Košeljnik
Žani Berlisk
Semiz Klučar
Ćerim Gumilar
Baškim Pritekelj
Orlando Degiampietro
Lovre Donev
Ilber Pelhan
Avni Sabolek
Neo Zaro
Marcus Fuhrmann
Seljim Ščap
Florijan Koblič
Želko Buermen
Damijan Ožanič
Ale Todori
Šefik Žuštovič
Ajas Šumec
Zvone Krenker
Miljan Kuselj
Imre Rampaher
Imet Lovrič
Salkan Kadunc
Kostadin Kvalić
Jamin Rogatić
Hamza Pečarič
Bego Bubik
Kirčo Ilieva
Bela Marjon
Fehmi Čelica
Franc Valentin Metul
Mersim Lipko
Martin Franc Cmok
Suvad Mariutti
Toni Kopačin
Peter Andrej Poharič
Vahid Amza
Cane Batilović
Elvio Ježovnik
Marko Anton Lubas
Marian Obner
Mak Rauh
Draško Ćesko
Veton Bužekijan
Franjo Otavnik
Sekula Siuka
Arton Vegi
Rahmo Moharič
Blago Zovko
Pepi Rantuša
Jean Konobelj
Eros Jambriško
Masar Penić
Jožef Ivan Cehtel
Borivoj Šatej
Matko Fanedl
Niki Juntez
Osman Matković
Albin Markelc
Tilen Jordanovski
Zvone Štramcar
Dorjano Gende
Joce Tomović
Dano Đeljaj
Mavricij Špruk
Raif Samuel
Mario Kaloh
Gabor Erkić
Žan Žak Kalafatić
Nenad Kavcl
Brahim Folnovič
Mirzad Prodanović
Dragiša Žlabornik
Rasto Hirschberger
Vase Hankić
Enes Abruč
Bernad Krmec
Darjo Lušina
Mitja Franc Gostiša
Ale Zavernik
Gašper Toporš
Todor Sejdijaj
Hazim Baštevc
Blaško Cotar
Iljir Brozovič
Sergio Derajić
Aaron Ankon
Merzuk Ibraimović
Saša Premec
Jozef Vesničar
Kajtimir Ožvatić
Dragec Jermančič
Amil Isufi
Lambert Goloveršnik
Timothy Oršič
Vasko Anžiček
Leotrim Puzić
Dag Vovčko
Svetolik Koceva
Muho Planjšek
Sabri Vizler
Staš De Costa
Olivij Štarkl
Selmir Lusavec
Naum Picek
Jane Seferaj
Florijan Cvetko Špital
Zal Bor
Boran Nikašinović
Selmo Grafenauer
Emilij Penec
Nurdin Grkovski
Driton Gegić
Asllan Stančević
Fabio Auda
Sendi Posavec
Pašan Ločan
Anton Alojzij Klobučarić
Matija Matic Delfar
Enes Šrekl
Artur Rebek
Franc Jože Supi
Jelko Bajc
Vahdet Bašanović
Ivo Detmar
Janez Jože Trup
Desimir Oklešen
Pave Palfi
Nuhi Hronek
Dušan Franc Mrljak
Januz Damjan
Natan Bojić
Muhamet Kobal
Lučo Lesić
Vitomil Steničnik
Mahir Ravnik
Dobrosav Piculin
Sabit Zečevič
Srečo Schreiner
Jožef Pavel Dvoršek
Mufid Respet
Fortunat Novel
Esperij Senegačnik
Artur Suhadolec
Vencelj Vinčič
Nurija Frajzman
Riza Vocovnik
Edmir Ivanušič
Erol Zrno
Herbert Kodre
Luca Savković
Bastian Škrk
Mirko Schell
Jonathan Arčan
Gyula Samojlenko
Jezdimir Žargi
Jean Jeren
Arianit Flajšar
Shkodran Ninić
Berislav Korenč
Rinor Žmajde
Valentino Batljan
Živadin Omerinović
Etjan Rudel
Marjan Jože Ilijanić
Martin Franc Vračar
Lavdrim Cibic
Sendi Piljagić
Haki Obrenović
Edmir Apotekar
Ejub Bakšič
Šućo Šentjurc
Admir Lambergar
Jan Luka Hrobat
Chris Razinger
Edwin Germšek
Amal Koračin
Uzeir Jerant
Rudolf Ivan Prhne
Gabriel Golej
Janž Kazić
Vasjan Lutolli
Nexhat Skornšek
Mirhet Stočko
Taras Confidenti
Maurizio Tašner
Mojmir Žutić
Vojo Jeram
Alvedin Rajterič
Dario Smolak
Hariz Behaderović
Erion Shabanaj
Anton Janez Kotnjek
Raim Šurca
Juri Vider
Nevio Tabaj
Jovica Dežutelj
Isak Šerer
Max Moneta
Naj Puhfink
Dane Grajš
Sedat Kiselić
Beni Jugovar
Anton Mihael Galovič
Alvedin Meden
Alija Ganza
Bogomir Jožef Alessio
Anton Marjan Boštic
Ram Sejdijaj
Marijan Ranko
Mohor Kočica
Mehemed Peranovič
Toše Filipi
Iljo Kisovar
Guerino Bobnar
Dore Spacal
Fridrih Bavdež
Vojan Čepon
Voja Andrej
Selim Sotlšek
Adrijan Mevc
Melis Jendrić
Miran Hržina
Vulnet Kušenić
Janez Martin Dolhar
Ramazan Privšek
Juso Grdić
Vidak Čelič
Mirjan Hudinčec
Armel Ninković
Amal Marcola
Matteo Jurkin
Benito Kezunović
Michael Korpič
Ivan Vladimir Žniderič
Melhior Terbižan
Martin Anton Buzeti
Timo Mujakić
Anton Marijan Pelemiš
Bashkim Sejfić
Oliver Hvalica
Goran Mićunović
Jako Drčić
Andrija Burja
Ruslan Ašenberger
Dalip Knap
Art Sterger
Antal Tadić
Ranko Svenšek
Ranislav Bokša
Michel Dopona
Stanislav Peter Prelec
Vidko Kampjut
Slavko Alojz Čergić
Jožef Stanislav Kučko
Selmo Bajraj
Ljubisav Rnjak
Milisav Mehagić
Avdija Skupek
Goce Gande
Boriša Štumperger
Frank Zvonković
Antonije Tessari
Edmir Ristović
Selajdin Vurnik
Atilio Weigl
Jožef Martin Oškola
Darinko Jaunik
Moamer Perpar
Selami Raškaj
Emil Franc Zrilič
Franc Branko Nenadović
Kal Maljković
Rei Miloševič
Želko Kuželički
Laste Zogling
Den Krajinović
Jakec Mitovska
Isidor Berghaus
Loris Žilić
Marin Kit
Tobija Polovšek
Alush Peršak
Sefer Petaroš
Ramo Palislamović
Dorotej Horvatić
Feručo Teminović
Arman Avdičaušević
Mateo Beroš
Ali Martinović
Juergen Ambruš
Arton Stoeger
Alvedin Petročnik
Dagmar Mijošek
Sine Robida
Dželal Volker
Ilber Mermolja
Naum Trifkovič
Vlasto Stegnjaić
Erwin Štrbenk
Kenad Trinka
Cvetko Gnezda
Žani Redžić
Nusret Kraupner
Fehmi Hudobivnik
Zdravko Kozlina
Bećir Mrvič
Valmir Milenov
Časlav Najdenov
Aljaš Doknić
Vitaliy Mašera
Binak Ivačič
Sado Hadrović
Ilijas Juntez
Paul Žižko
Hamza Ihan
Džabir Pfeiler
Abdula Poniš
Dali Logaj
Emil Anton Črček
Domine Moltara
Gustav Šudić
Graciano Schiulaz
Gentian Tešanović
Nevres Cipurić
Radoje Lačen
Rudi Kričej
Niklas Šmit
Tino Bevek
Ramiz Jeralič
Arthur Škofljanec
Omar Marchesich
Viktorin Deutsch
Virgil Jureković
Saško Grdinić
Tedo Paulić
Franc Jože Jerebinšek
Tufik Pammer
Jeremija Javnik
Petja Škrnjug
Ismar Kne
Shefki Safošnik
Muho Grković
Ljuben Murata
Sejad Elijaš
Nedžib Medveš
Velaga Kleibencetl
Husein Groleger
Rama Kurunič
Sadat Bosilj
Tonči Volčina
Dorijan Sodnikar
Žan Mark Tozan
Rinor Cencič
Budimir Kočica
Ilir Morandl
Ersan Kušter
